event_id,date,year,month,city,latitude,longitude,narrative_type,tone_score,mentions,description,sector_reference
453,2022-03-28,2022,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,32,This event involved a fake insolvency rumour reported in London.,Financial Sector
454,2023-04-19,2023,4,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-4,6,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
455,2022-04-13,2022,4,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-7,23,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
456,2020-11-15,2020,11,Leeds,53.8008,-1.5491,False Cyberattack Alert,-5,27,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
457,2024-05-30,2024,5,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-8,24,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
458,2021-02-18,2021,2,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-9,5,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
459,2021-07-03,2021,7,Birmingham,52.4862,-1.8904,False Cyberattack Alert,-9,16,This event involved a false cyberattack alert reported in Birmingham.,Financial Sector
460,2024-11-08,2024,11,Birmingham,52.4862,-1.8904,AI-Generated Interest Rate Rumour,-10,6,This event involved a ai-generated interest rate rumour reported in Birmingham.,Financial Sector
461,2021-11-15,2021,11,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-8,23,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
462,2021-10-09,2021,10,London,51.5074,-0.1278,False Cyberattack Alert,-9,34,This event involved a false cyberattack alert reported in London.,Financial Sector
463,2023-03-14,2023,3,London,51.5074,-0.1278,Fake Insolvency Rumour,-8,26,This event involved a fake insolvency rumour reported in London.,Financial Sector
464,2020-09-10,2020,9,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-8,27,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
465,2020-02-04,2020,2,Manchester,53.4808,-2.2426,False Cyberattack Alert,-3,14,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
466,2021-09-11,2021,9,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,28,This event involved a deepfake executive announcement reported in London.,Financial Sector
467,2024-06-25,2024,6,Leeds,53.8008,-1.5491,Deepfake Executive Announcement,-5,18,This event involved a deepfake executive announcement reported in Leeds.,Financial Sector
468,2020-10-28,2020,10,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-6,22,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
469,2022-10-06,2022,10,London,51.5074,-0.1278,Fake Insolvency Rumour,-5,17,This event involved a fake insolvency rumour reported in London.,Financial Sector
470,2022-10-14,2022,10,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,35,This event involved a fake insolvency rumour reported in London.,Financial Sector
471,2021-10-24,2021,10,Bristol,51.4545,-2.5879,AI-Generated Interest Rate Rumour,-7,35,This event involved a ai-generated interest rate rumour reported in Bristol.,Financial Sector
472,2022-11-17,2022,11,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-7,8,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
473,2024-10-07,2024,10,Manchester,53.4808,-2.2426,Synthetic Regulatory Announcement,-6,5,This event involved a synthetic regulatory announcement reported in Manchester.,Financial Sector
474,2022-11-17,2022,11,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,6,This event involved a deepfake executive announcement reported in London.,Financial Sector
475,2024-08-27,2024,8,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,20,This event involved a fake insolvency rumour reported in London.,Financial Sector
476,2020-11-09,2020,11,Birmingham,52.4862,-1.8904,AI-Generated Interest Rate Rumour,-2,26,This event involved a ai-generated interest rate rumour reported in Birmingham.,Financial Sector
477,2024-05-23,2024,5,Manchester,53.4808,-2.2426,False Cyberattack Alert,-6,21,This event involved a false cyberattack alert reported in Manchester.,Financial Sector
478,2020-07-22,2020,7,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,28,This event involved a fake insolvency rumour reported in London.,Financial Sector
479,2022-07-10,2022,7,London,51.5074,-0.1278,Fake Insolvency Rumour,-4,13,This event involved a fake insolvency rumour reported in London.,Financial Sector
480,2022-03-28,2022,3,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-7,27,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
481,2020-06-13,2020,6,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-4,28,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
482,2021-08-08,2021,8,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,1,34,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
483,2023-02-16,2023,2,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-3,6,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
484,2024-08-14,2024,8,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,22,This event involved a deepfake executive announcement reported in London.,Financial Sector
485,2024-06-24,2024,6,London,51.5074,-0.1278,Deepfake Executive Announcement,-5,21,This event involved a deepfake executive announcement reported in London.,Financial Sector
486,2023-07-10,2023,7,Manchester,53.4808,-2.2426,Fraudulent Investment Scheme,-7,23,This event involved a fraudulent investment scheme reported in Manchester.,Financial Sector
487,2021-05-08,2021,5,London,51.5074,-0.1278,Fake Insolvency Rumour,-2,6,This event involved a fake insolvency rumour reported in London.,Financial Sector
488,2020-06-03,2020,6,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-6,34,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
489,2021-02-02,2021,2,Manchester,53.4808,-2.2426,Fake Insolvency Rumour,-2,26,This event involved a fake insolvency rumour reported in Manchester.,Financial Sector
490,2020-02-07,2020,2,London,51.5074,-0.1278,Deepfake Executive Announcement,-5,29,This event involved a deepfake executive announcement reported in London.,Financial Sector
491,2024-10-11,2024,10,Leeds,53.8008,-1.5491,Fraudulent Investment Scheme,-7,20,This event involved a fraudulent investment scheme reported in Leeds.,Financial Sector
492,2022-02-01,2022,2,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-2,24,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
493,2023-08-08,2023,8,Leeds,53.8008,-1.5491,False Cyberattack Alert,-10,10,This event involved a false cyberattack alert reported in Leeds.,Financial Sector
494,2023-03-12,2023,3,Birmingham,52.4862,-1.8904,Deepfake Executive Announcement,-1,19,This event involved a deepfake executive announcement reported in Birmingham.,Financial Sector
495,2024-09-16,2024,9,London,51.5074,-0.1278,Fake Insolvency Rumour,-7,9,This event involved a fake insolvency rumour reported in London.,Financial Sector
496,2024-06-09,2024,6,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,13,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
497,2023-05-04,2023,5,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,28,This event involved a deepfake executive announcement reported in London.,Financial Sector
498,2023-03-30,2023,3,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,5,This event involved a deepfake executive announcement reported in London.,Financial Sector
499,2022-07-27,2022,7,London,51.5074,-0.1278,Deepfake Executive Announcement,-10,13,This event involved a deepfake executive announcement reported in London.,Financial Sector
500,2024-05-28,2024,5,Leeds,53.8008,-1.5491,Fake Insolvency Rumour,-6,17,This event involved a fake insolvency rumour reported in Leeds.,Financial Sector
501,2022-06-15,2022,6,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-3,11,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
502,2024-06-20,2024,6,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-6,31,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
503,2021-07-17,2021,7,London,51.5074,-0.1278,Deepfake Executive Announcement,-4,19,This event involved a deepfake executive announcement reported in London.,Financial Sector
504,2020-02-20,2020,2,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-6,18,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
505,2023-11-09,2023,11,London,51.5074,-0.1278,False Cyberattack Alert,-9,12,This event involved a false cyberattack alert reported in London.,Financial Sector
506,2020-06-11,2020,6,London,51.5074,-0.1278,False Cyberattack Alert,-8,10,This event involved a false cyberattack alert reported in London.,Financial Sector
507,2022-02-16,2022,2,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-4,21,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
508,2020-08-06,2020,8,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-5,33,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
509,2023-11-02,2023,11,Birmingham,52.4862,-1.8904,Fake Insolvency Rumour,-4,19,This event involved a fake insolvency rumour reported in Birmingham.,Financial Sector
510,2020-05-21,2020,5,Bristol,51.4545,-2.5879,Synthetic Regulatory Announcement,-10,15,This event involved a synthetic regulatory announcement reported in Bristol.,Financial Sector
511,2024-08-10,2024,8,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,6,This event involved a deepfake executive announcement reported in London.,Financial Sector
512,2023-01-22,2023,1,London,51.5074,-0.1278,Fraudulent Investment Scheme,-3,33,This event involved a fraudulent investment scheme reported in London.,Financial Sector
513,2021-06-19,2021,6,London,51.5074,-0.1278,Fake Insolvency Rumour,-10,32,This event involved a fake insolvency rumour reported in London.,Financial Sector
514,2021-01-21,2021,1,London,51.5074,-0.1278,Fake Insolvency Rumour,0,8,This event involved a fake insolvency rumour reported in London.,Financial Sector
515,2020-05-21,2020,5,London,51.5074,-0.1278,Deepfake Executive Announcement,-3,23,This event involved a deepfake executive announcement reported in London.,Financial Sector
516,2020-09-01,2020,9,Manchester,53.4808,-2.2426,Deepfake Executive Announcement,-6,34,This event involved a deepfake executive announcement reported in Manchester.,Financial Sector
517,2020-06-30,2020,6,London,51.5074,-0.1278,Fake Insolvency Rumour,-6,24,This event involved a fake insolvency rumour reported in London.,Financial Sector
518,2020-06-02,2020,6,London,51.5074,-0.1278,Deepfake Executive Announcement,-9,29,This event involved a deepfake executive announcement reported in London.,Financial Sector
519,2024-10-23,2024,10,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-9,18,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
520,2021-07-15,2021,7,Leeds,53.8008,-1.5491,AI-Generated Interest Rate Rumour,-9,11,This event involved a ai-generated interest rate rumour reported in Leeds.,Financial Sector
521,2023-09-23,2023,9,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-6,26,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
522,2023-10-12,2023,10,Birmingham,52.4862,-1.8904,Synthetic Regulatory Announcement,-7,20,This event involved a synthetic regulatory announcement reported in Birmingham.,Financial Sector
523,2022-08-13,2022,8,London,51.5074,-0.1278,Fake Insolvency Rumour,-8,27,This event involved a fake insolvency rumour reported in London.,Financial Sector
524,2021-04-03,2021,4,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-4,27,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
525,2024-11-20,2024,11,London,51.5074,-0.1278,Synthetic Regulatory Announcement,-5,17,This event involved a synthetic regulatory announcement reported in London.,Financial Sector
526,2024-11-08,2024,11,London,51.5074,-0.1278,Deepfake Executive Announcement,-6,34,This event involved a deepfake executive announcement reported in London.,Financial Sector
527,2022-06-04,2022,6,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-8,14,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
528,2021-11-09,2021,11,London,51.5074,-0.1278,Fake Insolvency Rumour,-3,31,This event involved a fake insolvency rumour reported in London.,Financial Sector
529,2020-03-28,2020,3,Manchester,53.4808,-2.2426,AI-Generated Interest Rate Rumour,-6,12,This event involved a ai-generated interest rate rumour reported in Manchester.,Financial Sector
530,2020-02-27,2020,2,Birmingham,52.4862,-1.8904,AI-Generated Interest Rate Rumour,-9,22,This event involved a ai-generated interest rate rumour reported in Birmingham.,Financial Sector
531,2021-05-28,2021,5,London,51.5074,-0.1278,AI-Generated Interest Rate Rumour,-3,20,This event involved a ai-generated interest rate rumour reported in London.,Financial Sector
532,2021-12-22,2021,12,London,51.5074,-0.1278,False Cyberattack Alert,-6,29,This event involved a false cyberattack alert reported in London.,Financial Sector
533,2020-08-21,2020,8,London,51.5074,-0.1278,Deepfake Executive Announcement,-7,17,This event involved a deepfake executive announcement reported in London.,Financial Sector
